"Participant","ParticipantGender","ParticipantAge","InterviewTime","Noun","Age","Gender","Education","ItemType","GramGender","Item","Sentence"
60,"female",22,491.28,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
62,"female",20,1199.42,"microbe",2,2,2,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
63,"female",25,830.89,"microbe",2,4,2,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
64,"female",63,742.23,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
66,"female",22,654.75,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
67,"female",43,1016.14,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
68,"female",50,817.01,"microbe",4,4,4,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
69,"female",19,447.26,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
72,"female",19,674.88,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
73,"male",56,905.11,"microbe",4,4,4,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
74,"female",19,781.13,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
75,"male",48,710.52,"microbe",4,4,4,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
76,"female",31,311.7,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
77,"male",26,1415.85,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
78,"female",25,842.81,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
79,"female",60,1166.06,"microbe",2,3,2,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
81,"female",34,609.99,"microbe",4,4,4,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
83,"female",66,874.4,"microbe",2,4,4,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
85,"female",30,638.15,"microbe",4,3,3,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
87,"female",25,996.21,"microbe",1,1,3,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
88,"female",35,817.9,"microbe",1,1,2,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
89,"male",28,660.86,"microbe",2,2,2,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
90,"female",29,483.07,"microbe",1,1,1,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
91,"female",60,709.91,"microbe",4,4,4,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
93,"female",19,1052.62,"microbe",2,7,5,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
94,"female",20,777.49,"microbe",NA,NA,NA,"experimental","masculine","fourmi/microbe","Tu n'es qu'un microbe."
7,"female",32,412.38,"merveille",1,4,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
10,"female",24,724.59,"merveille",2,6,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
11,"female",21,839.88,"merveille",1,5,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
12,"female",22,518.82,"merveille",3,4,5,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
14,"male",27,1493.74,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
17,"female",25,840.05,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
18,"female",21,1413.65,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
19,"N/A",32,448.5,"merveille",1,4,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
20,"female",20,651.83,"merveille",4,7,3,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
22,"female",25,1095.14,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
24,"female",22,1167.49,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
25,"male",24,677.83,"merveille",1,6,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
26,"female",28,520.58,"merveille",1,6,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
27,"female",31,981.42,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
31,"male",31,1266.73,"merveille",1,4,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
32,"female",21,701.66,"merveille",1,4,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
33,"female",31,855.51,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
34,"female",20,502.56,"merveille",1,6,3,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
35,"female",31,792.85,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
37,"female",25,631.36,"merveille",2,7,5,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
38,"female",29,496.41,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
39,"female",25,654.53,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
40,"female",20,810.88,"merveille",1,5,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
41,"female",33,735.17,"merveille",4,5,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
43,"male",24,852.1,"merveille",2,4,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
47,"female",20,575.59,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
48,"male",52,598.34,"merveille",1,7,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
49,"female",28,714.02,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
53,"female",20,434.3,"merveille",1,5,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
55,"male",31,587.57,"merveille",1,7,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
56,"female",21,648.32,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
57,"male",29,891.36,"merveille",1,7,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
58,"male",19,481.45,"merveille",1,4,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
59,"female",32,1233.38,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
60,"female",22,491.28,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
62,"female",20,1199.42,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
63,"female",25,830.89,"merveille",1,4,5,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
64,"female",63,742.23,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
66,"female",22,654.75,"merveille",2,4,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
67,"female",43,1016.14,"merveille",2,6,3,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
68,"female",50,817.01,"merveille",4,6,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
69,"female",19,447.26,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
72,"female",19,674.88,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
73,"male",56,905.11,"merveille",1,7,3,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
74,"female",19,781.13,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
75,"male",48,710.52,"merveille",1,6,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
76,"female",31,311.7,"merveille",7,7,7,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
77,"male",26,1415.85,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
78,"female",25,842.81,"merveille",1,4,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
79,"female",60,1166.06,"merveille",1,7,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
81,"female",34,609.99,"merveille",1,4,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
83,"female",66,874.4,"merveille",1,4,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
85,"female",30,638.15,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
87,"female",25,996.21,"merveille",1,7,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
88,"female",35,817.9,"merveille",1,2,1,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
89,"male",28,660.86,"merveille",2,7,2,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
90,"female",29,483.07,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
91,"female",60,709.91,"merveille",1,6,4,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
93,"female",19,1052.62,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
94,"female",20,777.49,"merveille",NA,NA,NA,"experimental","feminine","merveille/trésor","Ma petite merveille s’est fait un bobo au genou."
7,"female",32,412.38,"ange",1,4,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
10,"female",24,724.59,"ange",1,4,3,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
11,"female",21,839.88,"ange",1,4,6,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
12,"female",22,518.82,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
14,"male",27,1493.74,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
17,"female",25,840.05,"ange",1,1,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
18,"female",21,1413.65,"ange",1,4,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
19,"N/A",32,448.5,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
20,"female",20,651.83,"ange",4,7,4,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
22,"female",25,1095.14,"ange",1,4,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
24,"female",22,1167.49,"ange",2,4,3,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
25,"male",24,677.83,"ange",2,4,4,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
26,"female",28,520.58,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
27,"female",31,981.42,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
31,"male",31,1266.73,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
32,"female",21,701.66,"ange",1,4,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
33,"female",31,855.51,"ange",2,4,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
34,"female",20,502.56,"ange",1,4,3,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
35,"female",31,792.85,"ange",2,4,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
37,"female",25,631.36,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
38,"female",29,496.41,"ange",4,7,5,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
39,"female",25,654.53,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
40,"female",20,810.88,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
41,"female",33,735.17,"ange",4,7,4,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
43,"male",24,852.1,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
47,"female",20,575.59,"ange",1,1,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
48,"male",52,598.34,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
49,"female",28,714.02,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
53,"female",20,434.3,"ange",1,1,4,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
55,"male",31,587.57,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
56,"female",21,648.32,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
57,"male",29,891.36,"ange",1,1,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
58,"male",19,481.45,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
59,"female",32,1233.38,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
60,"female",22,491.28,"ange",1,5,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
62,"female",20,1199.42,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
63,"female",25,830.89,"ange",1,4,5,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
64,"female",63,742.23,"ange",1,4,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
66,"female",22,654.75,"ange",1,3,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
67,"female",43,1016.14,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
68,"female",50,817.01,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
69,"female",19,447.26,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
72,"female",19,674.88,"ange",1,4,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
73,"male",56,905.11,"ange",1,1,3,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
74,"female",19,781.13,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
75,"male",48,710.52,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
76,"female",31,311.7,"ange",5,3,3,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
77,"male",26,1415.85,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
78,"female",25,842.81,"ange",1,2,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
79,"female",60,1166.06,"ange",1,1,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
81,"female",34,609.99,"ange",2,4,4,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
83,"female",66,874.4,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
85,"female",30,638.15,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
87,"female",25,996.21,"ange",1,4,4,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
88,"female",35,817.9,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
89,"male",28,660.86,"ange",1,1,2,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
90,"female",29,483.07,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
91,"female",60,709.91,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
93,"female",19,1052.62,"ange",NA,NA,NA,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
94,"female",20,777.49,"ange",1,4,1,"experimental","masculine","crème/ange","Mon petit ange a fait sa rentrée scolaire aujourd'hui."
7,"female",32,412.38,"sangsue",4,5,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
10,"female",24,724.59,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
11,"female",21,839.88,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
12,"female",22,518.82,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
14,"male",27,1493.74,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
17,"female",25,840.05,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
18,"female",21,1413.65,"sangsue",3,1,1,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
19,"N/A",32,448.5,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
20,"female",20,651.83,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
22,"female",25,1095.14,"sangsue",6,4,6,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
24,"female",22,1167.49,"sangsue",4,4,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
25,"male",24,677.83,"sangsue",3,4,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
26,"female",28,520.58,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
27,"female",31,981.42,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
31,"male",31,1266.73,"sangsue",4,4,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
32,"female",21,701.66,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
33,"female",31,855.51,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
34,"female",20,502.56,"sangsue",5,7,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
35,"female",31,792.85,"sangsue",4,5,2,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
37,"female",25,631.36,"sangsue",6,5,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
38,"female",29,496.41,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
39,"female",25,654.53,"sangsue",5,5,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
40,"female",20,810.88,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
41,"female",33,735.17,"sangsue",3,2,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
43,"male",24,852.1,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
47,"female",20,575.59,"sangsue",6,6,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
48,"male",52,598.34,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
49,"female",28,714.02,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
53,"female",20,434.3,"sangsue",3,4,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
55,"male",31,587.57,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
56,"female",21,648.32,"sangsue",3,4,1,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
57,"male",29,891.36,"sangsue",3,3,5,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
58,"male",19,481.45,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
59,"female",32,1233.38,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
60,"female",22,491.28,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
62,"female",20,1199.42,"sangsue",5,3,5,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
63,"female",25,830.89,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
64,"female",63,742.23,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
66,"female",22,654.75,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
67,"female",43,1016.14,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
68,"female",50,817.01,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
69,"female",19,447.26,"sangsue",1,7,6,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
72,"female",19,674.88,"sangsue",7,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
73,"male",56,905.11,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
74,"female",19,781.13,"sangsue",2,2,5,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
75,"male",48,710.52,"sangsue",5,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
76,"female",31,311.7,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
77,"male",26,1415.85,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
78,"female",25,842.81,"sangsue",5,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
79,"female",60,1166.06,"sangsue",3,3,3,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
81,"female",34,609.99,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
83,"female",66,874.4,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
85,"female",30,638.15,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
87,"female",25,996.21,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
88,"female",35,817.9,"sangsue",4,6,2,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
89,"male",28,660.86,"sangsue",4,7,5,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
90,"female",29,483.07,"sangsue",NA,NA,NA,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
91,"female",60,709.91,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
93,"female",19,1052.62,"sangsue",3,3,5,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
94,"female",20,777.49,"sangsue",4,4,4,"experimental","feminine","sangsue/vautour","Cette sangsue m'a volé toutes mes économies."
7,"female",32,412.38,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
10,"female",24,724.59,"genie",4,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
11,"female",21,839.88,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
12,"female",22,518.82,"genie",4,4,5,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
14,"male",27,1493.74,"genie",4,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
17,"female",25,840.05,"genie",5,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
18,"female",21,1413.65,"genie",5,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
19,"N/A",32,448.5,"genie",6,1,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
20,"female",20,651.83,"genie",4,1,3,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
22,"female",25,1095.14,"genie",6,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
24,"female",22,1167.49,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
25,"male",24,677.83,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
26,"female",28,520.58,"genie",5,2,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
27,"female",31,981.42,"genie",NA,NA,NA,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
31,"male",31,1266.73,"genie",4,4,6,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
32,"female",21,701.66,"genie",5,4,7,"experimental","masculine","sommité/génie","Un génie du domaine a reçu le prix."
